0,0,0,0,0,0,0,0,0,0
-0.04019165,4.80E-05,-0.5795898,-0.9176941,2.203011,2.015495,1,1,0,0
-0.0553894,0.000161573,-1.175323,-1.906616,5.026289,3.964438,1,1,0,0
-0.05654907,0.000271083,-1.579041,-2.871429,7.695508,5.818904,1,1,0,0
-0.02502441,0.000277731,-1.947235,-3.81073,10.23837,7.585052,1,1,0,0
-0.000812718,0.000271335,-2.292267,-4.723389,12.65855,9.268923,1,1,0,0
0.03525369,0.000201898,-2.649994,-5.68457,14.79486,11.94647,1,1,0,0
0.04678374,0.000104748,-2.994385,-6.4021,16.82955,14.49875,1,1,0,0
0.05292528,2.71E-06,-3.325256,-6.845337,18.77103,16.92212,1,1,0,0
0.06119215,-5.44E-05,-3.648224,-7.075378,20.62288,19.22095,1,1,0,0
0.03220074,-7.72E-05,-3.967133,-7.273468,22.38516,21.41775,1,1,0,0
0.009170583,-3.94E-05,-4.114502,-7.10611,24.38739,23.07388,1,1,0,0
-0.002563494,2.61E-05,-4.244171,-6.929504,26.30483,24.65866,1,1,0,0
-0.005114383,4.67E-05,-4.368835,-6.758026,28.13524,26.17593,1,1,0,0
-0.004421901,3.92E-05,-4.488525,-6.593597,29.884,27.6281,1,1,0,0
-0.003305979,2.15E-05,-4.603363,-6.436035,31.55579,29.01846,1,1,0,0
-0.01461792,7.33E-06,-4.464417,-6.133179,33.21132,30.52612,1,1,0,0
-0.01043701,-3.15E-05,-4.315186,-5.83139,34.8025,31.97427,1,1,0,0
-0.004865409,-2.14E-05,-4.168884,-5.54306,36.32627,33.3605,1,1,0,0
-0.001837807,-1.42E-05,-4.027191,-5.267273,37.78499,34.68779,1,1,0,0
-0.000861702,-2.74E-05,-3.890686,-5.002655,39.1817,35.95934,1,1,0,0
-0.02157593,-6.04E-06,-3.753113,-4.762939,40.10974,36.0687,1,1,0,0
-0.04766846,8.80E-06,-3.632019,-4.732361,40.98897,36.16341,1,1,0,0
-0.03814697,1.20E-05,-3.512909,-4.706024,41.83289,36.32291,1,1,0,0
0.02003065,1.35E-05,-3.385803,-4.780487,42.65095,36.88859,1,1,0,0
0.09361903,-2.50E-05,-3.239502,-4.918854,43.4492,37.87982,1,1,0,0
0.03751368,3.32E-06,-2.604706,-5.200928,43.85775,39.33304,1,1,0,0
0.03403365,-5.70E-06,-1.97699,-5.443481,44.25385,40.87476,1,1,0,0
0.02894628,-6.30E-06,-1.374207,-5.648956,44.63456,42.4202,1,1,0,0
0.01776289,-1.37E-05,-0.7982788,-5.82608,44.999,43.76782,1,1,0,0
0.01083581,-3.28E-05,-0.2471924,-5.981812,45.34819,45.03084,1,1,0,0
0.04234399,2.84E-05,0.2688667,-5.97168,44.75877,45.93847,1,1,0,0
0.05306986,-0.000118025,0.5633493,-5.967285,44.17918,46.70337,1,1,0,0
0.0381399,-0.000324524,0.6880464,-5.957977,44.6224,47.36843,1,1,0,0
0.03343481,-0.000283371,0.7710678,-5.945496,45.10533,47.94197,1,1,0,0
0.03383967,-0.000267249,0.6552435,-5.933258,45.82775,48.40274,1,1,0,0
-0.01113892,2.05E-05,0.594817,-6.251221,46.30139,49.22248,1,1,0,0
-0.02072144,6.41E-06,0.5292414,-6.515503,46.60706,49.93285,1,1,0,0
-0.03463745,-1.18E-05,0.4599281,-6.809662,46.87355,50.60165,1,1,0,0
-0.04711914,-2.95E-05,0.3876669,-7.189941,47.09254,50.98784,1,1,0,0
-0.04003906,-3.26E-05,0.3173894,-7.497162,47.2752,51.68981,1,1,0,0
-0.03182983,0.000139114,-0.1881104,-8.389984,47.90025,52.27786,1,1,0,0
-0.04290771,0.000192199,-0.6953735,-9.365448,48.39275,52.73645,1,1,0,0
-0.037323,0.000208425,-1.185211,-10.28506,48.74468,53.02653,1,1,0,0
-0.04107666,0.000205484,-1.655792,-11.24945,49.04321,53.45108,1,1,0,0
-0.04455566,0.000218016,-2.110748,-12.14871,49.27214,53.87746,1,1,0,0
-0.08746338,-6.00E-05,-2.116608,-13.0643,49.10625,55.0826,1,1,0,0
-0.0944519,-6.53E-05,-2.113434,-13.9278,49.006,56.24879,1,1,0,0
-0.08282471,-6.78E-05,-2.10611,-14.75922,48.98837,57.3667,1,1,0,0
-0.06936646,-5.36E-05,-2.094299,-15.56329,49.00502,58.43714,1,1,0,0
-0.05413818,-4.62E-05,-2.078217,-16.34039,49.05684,59.46292,1,1,0,0
-0.08947754,2.22E-05,-1.805481,-17.35422,48.74956,60.73888,1,1,0,0
-0.08343506,4.49E-05,-1.535828,-18.41547,48.47286,61.9671,1,1,0,0
-0.08154297,4.52E-05,-1.273651,-19.63086,48.1914,63.14518,1,1,0,0
-0.08395386,5.92E-05,-1.020905,-21.02713,47.8964,64.27476,1,1,0,0
-0.09640503,4.94E-05,-0.7781067,-22.62439,47.58555,65.35725,1,1,0,0
0.00748414,0.000379477,-0.6634216,-23.70334,47.56565,65.95479,1,1,0,0
0.03236964,0.000511192,-0.5392456,-24.7345,47.60674,66.52354,1,0,0,0
0.04080746,0.000553283,-0.4125671,-25.72156,47.59441,67.07163,1,0,0,0
0.03814153,0.000603974,-0.2609253,-26.66745,47.48859,67.59892,1,0,0,0
0.0364685,0.000600463,-0.09671021,-27.57419,47.30853,68.1059,1,0,0,0
-0.06155396,0.001540683,0.3934426,-28.80573,46.58374,68.61625,1,0,0,0
-0.09265137,0.001808022,0.866591,-30.01892,45.94257,69.11379,1,0,0,0
-0.07681274,0.001858408,1.325313,-31.19977,45.34753,69.58763,1,0,0,0
-0.05200195,0.001750427,1.773705,-32.34512,44.81095,70.03963,1,0,0,0
-0.03106689,0.001571793,2.211823,-33.45209,44.30986,70.47198,1,0,0,0
-0.08868408,0.001029621,2.864863,-34.87793,43.89615,71.37553,1,0,0,0
-0.06997681,0.000668798,3.496417,-36.50403,43.52861,72.25204,1,0,0,0
-0.02719116,0.000146493,4.126342,-38.16434,43.18395,73.09274,1,0,0,0
0.008793947,-0.000178041,4.743913,-39.77222,42.85944,73.89626,1,0,0,0
0.02445385,-0.000171096,5.342805,-41.31723,42.55061,74.66601,1,0,0,0
0.07692829,0.000320112,5.944447,-42.1879,41.78085,73.78687,1,0,0,0
0.06740125,0.000333675,6.510511,-42.9751,41.03081,72.90771,1,0,0,0
0.05149451,0.000341673,7.047968,-43.71478,40.31441,72.06709,1,0,0,0
0.03898214,0.000359048,7.580982,-44.42203,39.75448,71.25789,1,0,0,0
0.01778186,0.000362009,8.090462,-45.0929,39.26745,70.4815,1,0,0,0
0.06145625,1.36E-07,8.346369,-45.53287,39.2373,69.91801,1,0,0,0
0.0522281,-8.70E-05,8.583846,-45.936,39.30652,69.3848,1,0,0,0
0.0286518,-0.000145482,8.802355,-46.31549,39.27747,68.87608,1,0,0,0
0.02285953,-9.62E-05,9.011777,-46.67664,39.3043,68.38852,1,0,0,0
0.01706191,-3.62E-05,9.212373,-47.02292,39.30149,67.92025,1,0,0,0
0.02662485,-1.71E-05,9.441942,-47.01599,39.64455,67.38111,1,0,0,0
0.06289056,-7.50E-05,9.676661,-46.72748,39.9852,66.85616,1,0,0,0
0.04423682,-9.55E-05,9.898779,-46.42767,40.31008,66.35647,1,0,0,0
0.01952613,-0.000114452,10.10477,-46.12415,40.6183,65.87927,1,0,0,0
0.004647959,-0.000120893,10.29776,-45.82532,40.91184,65.42241,1,0,0,0
0.03370996,-4.48E-05,10.49109,-45.17648,40.84423,64.3555,1,0,0,0
0.01446538,6.84E-05,10.63685,-44.5293,41.29434,63.32594,1,0,0,0
0.008007194,-6.88E-05,10.92943,-43.90543,41.38115,62.33896,1,1,0,0
0.008501938,-0.00019709,11.14206,-43.30539,41.44862,61.39202,1,1,0,0
0.01468132,-0.000274262,11.3698,-42.91309,41.49793,61.11012,1,1,0,0
0.02014386,-0.000149939,11.2048,-43.07913,41.96354,61.59382,1,1,0,0
0.01375227,-3.26E-05,11.03005,-43.47232,42.38557,62.45897,1,1,0,0
0.02573147,3.10E-05,10.86624,-43.79205,42.77945,63.27455,1,1,0,0
0.03547953,9.51E-05,10.71337,-44.03583,43.16063,63.98985,1,1,0,0
0.03840462,0.000123683,10.56753,-44.21765,43.53391,64.62906,1,1,0,0
0.000162066,-8.87E-05,10.59001,-44.24719,44.01805,65.17884,1,1,0,0
